1 2 3 4 5 6 7 8 
7 12 13 433 955 3812 5700 5702 
7 12 13 433 955 3812 5700 5702 
3 7 23 24 955 3812 4135 5700 
7 12 13 51 3812 3926 5700 5703 
3 7 23 24 3812 3926 4135 5700 
7 12 13 53 2956 3812 5700 5704 
3 7 23 24 2956 3812 4135 5700 
7 12 13 49 3812 4360 5700 5705 
3 7 23 24 3812 4135 4360 5700 
3 7 23 24 3475 3753 5118 5700 
7 13 107 108 3753 3904 5118 5700 
3 7 23 24 3475 3753 5118 5700 
3 7 23 24 422 2662 4101 5700 
7 12 13 944 4101 4271 5456 5700 
7 12 13 571 4101 5604 5700 5706 
3 7 23 24 571 2662 4101 5700 
7 12 13 47 2248 3812 5700 5707 
3 7 23 24 2248 3812 4135 5700 
7 12 13 45 3812 4949 5410 5700 
3 7 23 24 3812 4135 4949 5700 
7 12 13 43 3812 4949 5411 5700 
3 7 23 24 3812 4135 4949 5700 
7 12 13 45 3812 4949 5410 5700 
3 7 23 24 3812 4135 4949 5700 
7 12 13 220 841 3919 5700 5708 
3 7 23 24 841 2659 3919 5700 
7 12 13 45 3202 3919 5101 5700 
3 7 23 24 2659 3202 3919 5700 
7 12 13 47 3202 3919 5100 5700 
3 7 23 24 2659 3202 3919 5700 
7 12 13 43 3202 3919 5102 5700 
3 7 23 24 2659 3202 3919 5700 
7 12 13 45 3202 3919 5101 5700 
3 7 23 24 447 2659 3919 5700 
3 7 23 24 2795 2972 5689 5700 
7 12 13 220 993 5689 5700 5709 
3 7 23 24 993 2972 5689 5700 
3 7 23 24 3605 3842 5689 5700 
7 12 13 141 2013 4247 5378 5700 
3 7 23 24 2013 3475 4247 5700 
7 12 13 220 3963 5689 5700 5710 
3 7 23 24 2573 3842 5689 5700 
7 12 13 88 204 3768 5700 5711 
3 7 23 24 204 3767 3768 5700 
7 12 13 218 958 3768 5700 5712 
3 7 23 24 218 3767 3768 5700 
3 7 23 24 218 3767 3768 5700 
7 12 13 34 218 3768 5438 5700 
7 12 13 2026 3768 5604 5700 5713 
3 7 23 24 2026 3767 3768 5700 
7 12 13 34 2324 3768 5438 5700 
3 7 23 24 219 3767 3768 5700 
7 12 13 219 2068 3768 5428 5700 
3 7 23 24 219 3767 3768 5700 
7 12 13 141 224 3768 5677 5700 
7 12 13 486 525 3768 5700 5714 
3 7 23 24 3767 3768 4199 5700 
7 12 13 220 3768 4199 5700 5715 
3 7 23 24 3767 3768 4199 5700 
7 12 13 49 3768 4199 5431 5700 
3 7 23 24 3767 3768 4199 5700 
7 12 13 45 2914 3768 5700 5716 
3 7 23 24 2914 3767 3768 5700 
7 12 13 43 2914 3768 5700 5717 
3 7 23 24 2914 3767 3768 5700 
7 12 13 49 2914 3768 5431 5700 
3 7 23 24 2914 3767 3768 5700 
7 12 13 220 2914 3768 5700 5715 
3 7 23 24 2914 3767 3768 5700 
7 12 13 220 3877 4101 5207 5700 
3 7 23 24 3839 3877 4101 5700 
7 12 13 944 3768 4965 5676 5700 
3 7 23 24 3767 3768 4965 5700 
7 12 13 43 2820 2982 5126 5700 
3 7 23 24 2820 2981 2982 5700 
7 12 13 2502 4101 5616 5700 5718 
3 7 23 24 2502 2662 4101 5700 
7 12 13 944 2197 4101 5456 5700 
3 7 23 24 2197 2662 4101 5700 
7 12 13 94 2982 3473 5127 5700 
3 7 23 24 2981 2982 3473 5700 
7 12 13 43 2982 3353 5126 5700 
3 7 23 24 2981 2982 3353 5700 
7 12 13 944 2235 4101 5456 5700 
7 12 13 2237 4101 5604 5700 5706 
3 7 23 24 2210 2662 4101 5700 
7 12 13 88 2210 2982 5128 5700 
3 7 23 24 2210 2981 2982 5700 
7 12 13 94 2982 3251 5127 5700 
3 7 23 24 2981 2982 3251 5700 
7 12 13 77 2982 3918 5358 5700 
3 7 23 24 2981 2982 4795 5700 
7 12 13 69 510 4247 5700 5719 
7 12 13 67 512 4247 5700 5720 
7 12 13 201 512 4247 5700 5721 
7 12 13 207 512 4247 5700 5722 
7 12 13 207 512 4247 5700 5722 
3 7 23 24 512 3475 4247 5700 
7 11 12 13 512 4247 5700 5723 
3 7 23 24 512 3475 4247 5700 
3 7 23 24 658 2675 5700 5724 
7 12 13 220 5199 5689 5700 5725 
3 7 23 24 2160 5689 5700 5725 
7 12 13 220 656 5700 5725 5726 
7 12 13 220 5692 5700 5727 5728 
3 7 23 24 3987 5692 5700 5728 
7 12 13 220 4335 5700 5727 5728 
3 7 23 24 3987 5700 5728 5729 
3 7 23 24 656 4178 5700 5729 
7 12 13 220 656 5700 5726 5730 
7 12 13 45 656 5700 5730 5731 
3 7 23 24 656 4178 5700 5730 
3 7 23 24 2747 5689 5700 5732 
7 12 13 220 5205 5689 5700 5732 
3 7 23 24 2747 5689 5700 5732 
7 12 13 220 5203 5689 5700 5732 
3 7 23 24 2747 5689 5700 5732 
7 12 13 220 5700 5733 5734 5735 
3 7 23 24 3878 5700 5733 5735 
7 12 13 45 5213 5700 5733 5735 
3 7 23 24 3878 5700 5735 5736 
7 12 13 69 5700 5735 5736 5737 
3 7 23 24 3878 5700 5735 5736 
7 12 13 141 2890 5099 5137 5738 
3 7 23 24 2659 2890 5099 5738 
7 12 13 958 3559 5099 5738 5739 
7 12 13 958 3559 5099 5738 5739 
7 12 13 34 3395 3559 5099 5738 
3 7 23 24 2659 3559 5099 5738 
7 12 13 34 3395 4117 5099 5738 
3 7 23 24 2659 4117 5099 5738 
3 7 23 24 2659 4117 5099 5738 
7 12 13 141 4117 5099 5137 5738 
7 12 13 34 2649 3747 4035 5738 
3 7 23 24 2648 2649 3899 5738 
7 12 13 141 2248 2649 4707 5738 
3 7 23 24 2248 2648 2649 5738 
7 12 13 49 2248 2649 4925 5738 
3 7 23 24 2248 2648 2649 5738 
7 12 13 47 2248 2649 4926 5738 
3 7 23 24 2248 2648 2649 5738 
7 12 13 220 2649 3836 5738 5740 
3 7 23 24 2648 2649 3836 5738 
7 12 13 34 3369 4792 5045 5738 
3 7 23 24 3369 3762 4792 5738 
3 7 23 792 3372 4792 5738 5741 
7 13 107 108 3372 4792 5738 5742 
3 7 23 24 3372 3762 4792 5738 
7 12 13 34 3372 4792 5045 5738 
3 7 23 24 3372 3762 4792 5738 
7 12 13 34 3372 4792 5045 5738 
7 12 13 3372 4792 5604 5738 5743 
3 7 23 24 3372 3762 4792 5738 
7 12 13 141 3298 4792 4882 5738 
3 7 23 24 3298 3762 4792 5738 
7 12 13 141 3351 3521 5738 5744 
7 12 13 47 4141 4902 5738 5744 
3 7 23 24 2160 4141 5738 5744 
7 12 13 64 4141 5738 5744 5745 
3 7 23 24 716 2160 5738 5744 
3 7 23 24 245 2659 5099 5738 
7 12 13 220 970 2649 5738 5740 
3 7 23 24 970 2648 2649 5738 
7 12 13 944 2508 3422 5099 5738 
3 7 23 24 2508 2659 5099 5738 
7 12 13 944 3796 4682 5589 5738 
3 7 23 24 3795 3796 4682 5738 
3 7 23 24 2802 2819 5738 5746 
3 7 23 24 2875 3989 5568 5738 
7 12 13 69 3989 5568 5673 5738 
3 7 23 24 2875 3800 3989 5738 
7 12 13 45 3800 3989 5738 5747 
3 7 23 24 216 2875 3989 5738 
7 12 13 121 216 3989 5657 5738 
3 7 23 24 216 2875 3989 5738 
7 12 13 103 216 3989 5674 5738 
7 12 13 103 216 3989 5674 5738 
3 7 23 24 218 2875 3989 5738 
7 12 13 57 218 3989 5675 5738 
3 7 23 24 218 2875 3989 5738 
7 12 13 57 2026 3989 5675 5738 
3 7 23 24 2026 2875 3989 5738 
3 7 23 24 592 3790 4110 5738 
7 12 13 597 958 5738 5748 5749 
7 12 13 658 5604 5738 5749 5750 
7 12 13 658 5616 5738 5749 5751 
3 7 23 24 658 2747 5738 5749 
7 12 13 141 668 5420 5738 5749 
3 7 23 24 746 2747 5738 5749 
7 12 13 77 2331 2982 5358 5738 
3 7 23 24 2331 2981 2982 5738 
7 11 12 13 2331 2982 2987 5738 
7 12 13 220 2919 4421 5462 5738 
7 12 13 860 2919 4421 5465 5738 
7 12 13 984 4421 5616 5738 5752 
7 12 13 944 2647 4421 5332 5738 
7 12 13 944 3817 4421 5332 5738 
3 7 23 24 987 4420 4421 5738 
7 12 13 40 141 4421 5330 5738 
3 7 23 24 612 4420 4421 5738 
7 12 13 77 2982 4743 5358 5738 
7 12 13 958 2982 3478 5738 5753 
3 7 23 24 2981 2982 3478 5738 
3 7 23 24 880 2648 2649 5738 
3 7 23 24 3475 5244 5738 5754 
3 7 23 24 3475 5244 5738 5754 
7 12 13 69 3577 3796 5755 5756 
3 7 23 24 3577 3795 3796 5755 
3 7 23 24 2659 3308 5099 5755 
7 12 13 944 3308 3422 5099 5755 
7 12 13 3308 5099 5616 5755 5757 
3 7 23 24 2659 3308 5099 5755 
7 12 13 201 401 4722 5052 5755 
3 7 23 24 401 3840 4722 5755 
7 12 13 207 4722 4950 5209 5755 
3 7 23 24 3840 4722 4950 5755 
7 11 12 13 177 4722 5314 5755 
3 7 23 24 177 3840 4722 5755 
7 12 13 45 2649 3425 5687 5755 
3 7 23 24 2648 2649 3425 5755 
7 12 13 43 2649 3425 5362 5755 
3 7 23 24 2648 2649 3425 5755 
7 12 13 77 999 5099 5105 5755 
3 7 23 24 999 2659 5099 5755 
7 12 13 103 2270 3812 5416 5755 
3 7 23 24 2270 3812 4135 5755 
7 12 13 57 119 3812 5417 5755 
3 7 23 24 119 3812 4135 5755 
3 7 23 24 119 3812 4135 5755 
3 7 23 24 119 3812 4135 5755 
7 12 13 57 2003 3812 5417 5755 
3 7 23 24 2003 3812 4135 5755 
7 12 13 64 2009 5755 5758 5759 
3 7 23 24 2009 4538 5755 5759 
7 12 13 64 3812 3944 5755 5760 
3 7 23 24 3812 3944 4135 5755 
7 12 13 69 3944 5755 5759 5761 
3 7 23 24 3944 4538 5755 5759 
7 12 13 67 3944 5755 5759 5762 
3 7 23 24 3944 4538 5755 5759 
3 7 23 24 3944 4538 5755 5759 
7 12 13 207 2802 3812 5406 5755 
3 7 23 24 2802 3812 4135 5755 
7 12 13 201 3242 3812 5401 5755 
3 7 23 24 3242 3812 4135 5755 
7 12 13 67 3242 3812 5409 5755 
3 7 23 24 3242 3812 4135 5755 
7 12 13 69 3242 3812 4545 5755 
3 7 23 24 3242 3812 4135 5755 
7 12 13 64 3466 3812 5755 5760 
3 7 23 24 2060 3812 4135 5755 
3 7 10 23 24 2309 3261 5755 
7 12 13 40 67 5755 5759 5762 
3 7 23 24 40 4538 5755 5759 
7 12 13 47 2333 4331 5683 5755 
7 12 13 141 2302 2333 4331 5755 
3 7 23 24 2305 2333 4331 5755 
7 12 13 201 3258 5755 5759 5763 
3 7 23 24 2387 4538 5755 5759 
7 12 13 207 880 5755 5759 5764 
3 7 23 24 880 4538 5755 5759 
7 11 12 13 4063 5755 5759 5765 
7 12 13 4063 5604 5755 5759 5766 
3 7 23 24 4063 4538 5755 5759 
7 12 13 77 558 2309 3239 5755 
7 12 13 64 558 2309 4123 5755 
7 12 13 69 561 2309 4124 5755 
7 12 13 67 564 2309 4126 5755 
7 12 13 201 532 2309 4128 5755 
3 7 23 24 532 2309 3261 5755 
7 12 13 201 532 2309 4128 5755 
7 12 13 141 163 2309 3260 5755 
7 12 13 163 2068 2309 5755 5767 
7 12 13 51 168 2309 3229 5755 
7 12 13 168 220 2309 3241 5755 
7 12 13 45 168 2309 3233 5755 
7 12 13 168 901 2309 5755 5768 
7 12 13 207 2309 3893 4129 5755 
7 11 12 13 2309 3824 4130 5755 
7 12 13 34 2309 4092 5755 5769 
7 12 13 2309 4092 5604 5755 5770 
7 12 13 898 958 2309 5755 5771 
3 7 23 24 898 2309 3261 5755 
3 7 23 24 301 2045 4786 5772 
7 12 13 121 913 3497 5047 5772 
7 12 13 103 913 4172 5235 5772 
7 12 13 57 913 3941 5312 5772 
3 7 23 24 913 3766 3941 5772 
7 12 13 64 3242 3812 5760 5772 
3 7 23 24 3242 3812 4135 5772 
7 12 13 69 3242 3812 4545 5772 
3 7 23 24 3242 3812 4135 5772 
7 12 13 43 648 2649 5362 5772 
3 7 23 24 648 2648 2649 5772 
7 12 13 57 2935 3812 5417 5772 
3 7 23 24 2935 3812 4135 5772 
7 12 13 64 2935 3812 5760 5772 
3 7 23 24 2935 3812 4135 5772 
7 12 13 64 3812 4199 5760 5772 
3 7 23 24 3812 4135 4199 5772 
7 12 13 69 3812 4545 5772 5773 
3 7 23 24 3812 4135 5772 5773 
7 12 13 67 3732 3812 5409 5772 
3 7 23 24 3732 3812 4135 5772 
7 12 13 94 2649 2726 5361 5772 
3 7 23 24 2648 2649 2726 5772 
7 12 13 141 2649 2726 4707 5772 
3 7 23 24 2648 2649 2726 5772 
7 12 13 45 2649 2726 5687 5772 
3 7 23 24 2648 2649 3516 5772 
7 12 13 43 2649 3516 5362 5772 
3 7 23 24 2648 2649 3516 5772 
7 12 13 88 2649 3516 5570 5772 
3 7 23 24 2648 2649 3516 5772 
7 12 13 201 2649 3516 5772 5774 
3 7 23 24 2648 2649 3516 5772 
7 12 13 201 501 3812 5401 5772 
3 7 23 24 501 3812 4135 5772 
7 12 13 207 2937 3812 5406 5772 
7 12 13 207 2937 3812 5406 5772 
3 7 23 24 2937 3812 4135 5772 
7 12 13 433 582 3667 5772 5775 
3 7 23 24 582 3667 3668 5772 
7 11 12 13 3808 3812 5772 5776 
3 7 23 24 3808 3812 4135 5772 
7 12 13 49 2744 3812 5705 5772 
3 7 23 24 2744 3812 4135 5772 
7 12 13 43 2744 3812 5411 5772 
3 7 23 24 2744 3812 4135 5772 
7 12 13 45 3812 3918 5410 5772 
3 7 23 24 3812 3918 4135 5772 
7 12 13 51 3667 3918 5772 5777 
7 12 13 486 3667 3918 5772 5778 
3 7 23 24 3667 3668 3918 5772 
7 12 13 220 3667 4795 5772 5779 
7 12 13 94 2945 3812 5131 5772 
3 7 23 24 848 3667 3668 5772 
7 12 13 141 274 3667 5233 5772 
3 7 23 24 2029 3812 4135 5772 
7 12 13 94 2029 3812 5131 5772 
3 7 23 24 2029 3812 4135 5772 
7 12 13 43 2021 3812 5411 5772 
3 7 23 24 2021 3812 4135 5772 
7 12 13 732 3667 5616 5772 5780 
3 7 23 24 732 3667 3668 5772 
7 12 13 47 738 3812 5707 5772 
3 7 23 24 738 3812 4135 5772 
7 12 13 45 586 3812 5410 5772 
3 7 23 24 586 3812 4135 5772 
7 12 13 47 587 3812 5707 5772 
3 7 23 24 587 3812 4135 5772 
7 12 13 43 597 3812 5411 5772 
3 7 23 24 597 3812 4135 5772 
7 12 13 45 597 3812 5410 5772 
3 7 23 24 597 3812 4135 5772 
7 12 13 94 2649 4799 5361 5772 
3 7 23 24 2648 2649 4799 5772 
3 7 23 24 564 2648 2649 5772 
7 12 13 862 4874 5772 5781 5782 
3 7 23 24 2662 4874 5772 5782 
7 12 13 121 4874 5772 5782 5783 
3 7 23 24 2662 5772 5782 5784 
7 12 13 103 5772 5782 5784 5785 
3 7 23 24 2662 5772 5782 5784 
7 12 13 57 513 5772 5782 5786 
3 7 23 24 513 2662 5772 5782 
7 12 13 64 513 5772 5782 5787 
3 7 23 24 513 2662 5772 5782 
7 12 13 69 513 5772 5782 5788 
3 7 23 24 513 2662 5772 5782 
7 12 13 67 514 5772 5782 5789 
3 7 23 24 514 2662 5772 5782 
7 12 13 201 514 5772 5782 5790 
3 7 23 24 514 2662 5772 5782 
7 12 13 207 514 5772 5782 5791 
3 7 23 24 352 2662 5772 5782 
7 11 12 13 352 5772 5782 5792 
3 7 23 24 93 2662 5772 5782 
7 12 13 121 2510 4792 5622 5793 
3 7 23 24 2510 3762 4792 5793 
7 12 13 77 2649 2950 2989 5793 
3 7 23 24 2648 2649 2950 5793 
3 7 23 24 2648 2649 2950 5793 
3 7 23 24 2648 2649 2950 5793 
3 7 23 24 3869 3878 5793 5794 
3 7 23 24 3200 3878 5793 5794 
7 12 13 43 326 5793 5794 5795 
3 7 23 24 326 3878 5793 5794 
7 12 13 45 2777 5213 5793 5794 
3 7 23 24 2777 3878 5793 5794 
7 12 13 45 3909 5213 5793 5794 
3 7 23 24 3878 3909 5793 5794 
7 12 13 43 3909 5793 5794 5795 
3 7 23 24 3878 3909 5793 5794 
7 12 13 47 2511 5214 5793 5794 
3 7 23 24 2511 3878 5793 5794 
7 12 13 47 2511 5214 5793 5794 
7 12 13 433 4679 5793 5794 5796 
3 7 23 24 3878 4679 5793 5794 
7 12 13 141 3600 5224 5793 5794 
3 7 23 24 3600 3878 5793 5794 
7 12 13 53 3600 4956 5793 5794 
3 7 23 24 3600 3878 5793 5794 
7 12 13 51 3788 4958 5793 5794 
3 7 23 24 3788 3878 5793 5794 
7 12 13 49 4001 4959 5793 5794 
3 7 23 24 3878 4001 5793 5794 
7 12 13 220 2907 5793 5794 5797 
3 7 23 24 818 3878 5793 5794 
7 12 13 47 253 5214 5793 5794 
3 7 23 24 2909 3878 5793 5794 
7 12 13 220 2909 5734 5793 5794 
3 7 23 24 3385 3878 5793 5794 
7 12 13 45 1003 5213 5793 5794 
3 7 23 24 2266 3878 5793 5794 
7 12 13 88 2463 5210 5793 5794 
3 7 23 24 2463 3878 5793 5794 
7 12 13 94 2469 5211 5793 5794 
3 7 23 24 2469 3878 5793 5794 
7 12 13 77 2009 5793 5794 5798 
3 7 23 24 2009 3878 5793 5794 
7 11 12 13 990 5793 5794 5799 
3 7 23 24 990 3878 5793 5794 
3 7 23 24 550 5140 5160 5793 
7 12 13 94 993 5140 5793 5800 
3 7 23 24 993 5140 5160 5793 
7 12 13 77 4300 5140 5309 5793 
3 7 23 24 2157 5140 5160 5793 
7 12 13 21 913 944 5234 5793 
3 7 21 23 24 913 3766 5793 
7 12 13 34 677 913 5376 5793 
7 12 13 64 677 3841 5050 5793 
3 7 23 24 677 3840 3841 5793 
3 7 23 24 677 913 3766 5793 
7 12 13 67 677 3841 5212 5793 
3 7 23 24 677 3840 3841 5793 
7 12 13 69 677 3841 5051 5793 
3 7 23 24 903 3840 3841 5793 
7 12 13 141 3841 3895 5177 5793 
3 7 23 24 3840 3841 3895 5793 
7 12 13 57 913 5312 5329 5793 
7 12 13 64 913 5313 5793 5801 
7 12 13 69 913 5514 5793 5801 
3 7 23 24 913 3766 5793 5801 
7 12 13 57 2393 3759 5802 5803 
3 7 23 24 2808 3759 4535 5802 
7 12 13 77 3759 4535 5802 5804 
3 7 23 24 2808 3759 4535 5802 
7 12 13 862 3759 4535 5802 5805 
3 7 23 24 2808 3759 4535 5802 
7 12 13 121 3759 4535 5802 5806 
3 7 23 24 2808 3759 4535 5802 
7 12 13 103 3759 4535 5802 5807 
3 7 23 24 2808 3759 4535 5802 
7 11 12 13 3759 4535 5802 5808 
3 7 23 24 2808 3759 4535 5802 
7 12 13 207 3759 4535 5802 5809 
3 7 23 24 2808 3759 4535 5802 
7 12 13 201 3311 3759 5802 5810 
3 7 23 24 2808 3311 3759 5802 
7 12 13 67 3311 3759 5802 5811 
3 7 23 24 2808 3311 3759 5802 
7 12 13 69 3311 3759 5802 5812 
3 7 23 24 2808 3311 3759 5802 
7 12 13 64 3311 3759 5802 5813 
3 7 23 24 2808 3311 3759 5802 
7 12 13 57 3311 3759 5802 5803 
3 7 23 24 2808 3311 3759 5802 
3 7 23 24 594 4174 5802 5814 
7 12 13 57 597 5802 5814 5815 
3 7 23 24 597 4174 5802 5814 
7 12 13 64 597 5802 5814 5816 
3 7 23 24 597 4174 5802 5814 
7 12 13 69 597 5802 5814 5817 
3 7 23 24 597 4174 5802 5814 
7 12 13 67 597 5802 5814 5818 
3 7 23 24 658 4174 5802 5814 
7 12 13 201 658 5802 5814 5819 
3 7 23 24 658 4174 5802 5814 
7 12 13 207 658 5802 5814 5820 
3 7 23 24 658 4174 5802 5814 
7 11 12 13 658 4436 5802 5814 
3 7 23 24 658 4174 5802 5814 
3 7 23 24 600 4174 5802 5821 
7 12 13 94 363 5689 5802 5822 
3 7 23 24 363 2305 5689 5802 
7 12 13 45 5684 5689 5802 5823 
3 7 23 24 2305 5689 5802 5823 
7 12 13 220 4101 5458 5802 5824 
3 7 23 24 2662 4101 5802 5824 
7 12 13 220 537 4101 5459 5802 
7 12 13 288 4101 5604 5706 5825 
3 7 23 24 290 2662 4101 5825 
7 12 13 34 775 4101 5455 5825 
3 7 23 24 775 2662 4101 5825 
7 12 13 77 788 2649 2989 5825 
3 7 23 24 2648 2649 4347 5825 
7 12 13 64 569 4101 5787 5825 
3 7 23 24 571 2662 4101 5825 
7 12 13 57 1539 3759 5803 5825 
3 7 23 24 1539 2808 3759 5825 
7 12 13 862 1539 3759 5805 5825 
3 7 23 24 1539 2808 3759 5825 
7 12 13 64 318 3759 5813 5825 
3 7 23 24 318 2808 3759 5825 
7 12 13 103 318 3759 5807 5825 
3 7 23 24 318 2808 3759 5825 
7 12 13 57 318 3759 5803 5825 
3 7 23 24 318 2808 3759 5825 
7 12 13 64 323 3759 5813 5825 
3 7 23 24 323 2808 3759 5825 
7 12 13 201 323 3759 5810 5825 
3 7 23 24 323 2808 3759 5825 
7 12 13 69 323 3759 5812 5825 
3 7 23 24 323 2808 3759 5825 
7 12 13 67 323 3759 5811 5825 
3 7 23 24 2808 3759 4467 5825 
7 12 13 67 3759 4467 5811 5825 
3 7 23 24 2808 3759 4467 5825 
7 12 13 34 2557 4184 4425 5825 
3 7 23 24 2282 3793 4184 5825 
7 12 13 958 2765 3195 5825 5826 
3 7 23 24 2193 2765 4655 5825 
3 7 23 261 263 4828 5825 5827 
3 7 23 263 264 4828 5825 5828 
7 12 13 47 2381 4060 5440 5825 
3 7 23 24 2381 2672 4060 5825 
7 12 13 45 2381 4060 5374 5825 
3 7 23 24 2381 2672 4060 5825 
7 12 13 94 3464 4060 5172 5825 
3 7 23 24 2672 3464 4060 5825 
7 12 13 88 3464 4060 5171 5825 
3 7 23 24 2672 3464 4060 5825 
7 12 13 77 3466 4060 5173 5825 
3 7 23 24 2672 3466 4060 5825 
7 12 13 207 3466 4060 5825 5829 
3 7 23 24 2672 3917 4060 5825 
3 7 23 24 555 2121 5825 5830 
3 7 555 808 809 4820 5825 5830 
3 7 23 538 555 4818 5825 5830 
3 7 23 24 555 2121 5825 5830 
3 7 23 24 2214 3840 3841 5825 
7 12 13 141 3841 3882 5177 5825 
3 7 23 24 3840 3841 5825 5831 
3 7 23 261 263 758 5825 5832 
3 7 23 263 264 758 5825 5833 
3 7 23 261 263 760 5825 5834 
3 7 23 263 264 760 5825 5835 
7 12 13 141 374 2892 3224 5825 
7 12 13 34 2892 3525 5825 5836 
7 12 13 34 2892 3525 5825 5836 
3 7 23 24 2714 2892 5825 5836 
3 7 23 24 2659 2928 5099 5837 
7 12 13 49 4117 5098 5099 5837 
3 7 23 24 2659 4117 5099 5837 
7 12 13 220 4117 5099 5708 5837 
3 7 23 24 2659 4119 5099 5837 
7 12 13 220 4119 5099 5837 5838 
3 7 23 24 2659 4119 5099 5837 
7 12 13 47 908 5099 5100 5837 
3 7 23 24 908 2659 5099 5837 
7 12 13 45 908 5099 5101 5837 
3 7 23 24 908 2659 5099 5837 
7 12 13 51 2333 3238 5571 5837 
7 12 13 53 2333 3238 5572 5837 
7 12 13 49 2333 3238 5573 5837 
7 12 13 47 2333 3238 5683 5837 
7 12 13 45 2333 3238 5684 5837 
7 12 13 43 2333 3238 5837 5839 
7 12 13 43 993 2333 5837 5839 
3 7 23 24 993 2305 2333 5837 
7 12 13 43 993 2333 5837 5839 
3 7 23 24 993 2305 2333 5837 
7 12 13 220 3343 5264 5689 5837 
3 7 23 24 2675 3343 5689 5837 
7 12 13 34 656 4194 5376 5837 
3 7 23 24 656 3766 4194 5837 
7 12 13 34 656 2913 5376 5837 
3 7 23 24 656 2348 3766 5837 
7 12 13 220 656 3963 5837 5840 
3 7 23 24 656 3766 3963 5837 
7 12 13 220 656 3963 5837 5840 
3 7 23 24 656 3766 3963 5837 
7 12 13 69 656 2573 5514 5837 
3 7 23 24 211 656 3766 5837 
3 7 23 24 2055 5568 5689 5837 
7 12 13 220 3800 5689 5837 5841 
3 7 23 24 2055 3800 5689 5837 
7 12 13 45 4685 5689 5837 5842 
3 7 23 24 2055 4404 5689 5837 
7 12 13 45 656 2288 5837 5843 
3 7 23 24 656 2288 3766 5837 
7 12 13 34 2853 4792 5045 5837 
3 7 23 24 2853 3762 4792 5837 
3 7 23 24 2235 3762 4792 5837 
3 7 23 24 138 3762 4792 5837 
7 12 13 57 2937 4792 5837 5844 
3 7 23 24 2937 3762 4792 5837 
7 12 13 121 2937 4792 5622 5837 
3 7 23 24 2937 3762 4792 5837 
7 12 13 57 2937 4792 5837 5844 
3 7 23 24 2937 3762 4792 5837 
7 12 13 64 2937 4792 5837 5845 
3 7 23 24 2937 3762 4792 5837 
3 7 23 24 617 2672 5689 5837 
7 12 13 88 674 5116 5837 5846 
3 7 23 24 676 4144 5837 5846 
7 12 13 201 877 5562 5837 5846 
3 7 23 24 877 4144 5837 5846 
7 12 13 207 2387 5561 5837 5846 
3 7 23 24 2387 4144 5837 5846 
7 11 12 13 3356 5837 5846 5847 
3 7 23 24 3356 4144 5837 5846 
7 12 13 220 619 5689 5837 5848 
3 7 23 24 619 2672 5689 5837 
7 12 13 220 623 5424 5689 5837 
3 7 23 24 2304 5426 5689 5837 
7 12 13 220 2304 5689 5837 5849 
3 7 23 24 2304 3607 5689 5837 
7 12 13 220 625 5837 5850 5851 
7 12 13 45 625 5689 5716 5837 
7 12 13 45 625 5837 5851 5852 
3 7 23 24 625 3767 5689 5837 
3 7 23 24 625 4079 5837 5851 
7 12 13 45 625 5837 5851 5852 
7 12 13 220 625 5689 5715 5837 
3 7 23 24 2685 3767 5689 5837 
3 7 23 24 2685 4079 5837 5851 
3 7 23 24 2685 4079 5837 5851 
7 12 13 45 2685 5374 5689 5837 
3 7 23 24 880 2672 5689 5837 
7 12 13 45 3821 5689 5716 5837 
3 7 23 24 3767 3821 5689 5837 
7 12 13 220 3821 5689 5715 5837 
3 7 23 24 3767 3821 5689 5837 
3 7 23 24 3767 3821 5689 5837 
3 7 23 24 3608 3795 5689 5837 
7 12 13 45 3608 5689 5716 5837 
3 7 23 24 3608 3767 5689 5837 
7 12 13 69 3608 5297 5689 5837 
7 12 13 45 3608 5689 5716 5837 
3 7 23 24 3608 3767 5689 5837 
3 7 23 24 3608 3767 5689 5837 
7 12 13 220 627 5689 5837 5853 
3 7 23 24 627 3795 5689 5837 
7 12 13 220 2978 5689 5740 5837 
3 7 23 24 2648 2978 5689 5837 
7 12 13 45 690 5114 5837 5854 
7 12 13 220 690 5566 5837 5854 
7 12 13 220 690 5556 5837 5854 
3 7 23 24 690 4144 5837 5854 
7 12 13 220 690 5566 5837 5854 
3 7 23 24 690 4144 5837 5854 
7 12 13 220 690 5689 5837 5855 
3 7 23 24 2052 2831 5689 5837 
3 7 23 24 2177 5689 5823 5837 
7 12 13 220 5150 5689 5823 5837 
3 7 23 24 2177 5689 5725 5837 
7 12 13 220 5689 5692 5837 5856 
7 12 13 220 5199 5689 5692 5837 
3 7 23 24 4375 5689 5692 5837 
3 7 23 24 2160 5689 5692 5837 
7 12 13 45 5689 5692 5837 5857 
3 7 23 24 4375 5689 5692 5837 
7 12 13 220 5689 5692 5837 5856 
3 7 23 24 4335 4375 5689 5837 
7 12 13 45 4335 5114 5837 5854 
3 7 23 24 4144 5729 5837 5854 
7 12 13 47 5837 5858 5859 5860 
3 7 23 24 2875 5837 5860 5861 
7 12 13 220 3780 4143 5566 5862 
7 12 13 220 3780 4143 5566 5862 
7 12 13 45 3780 4143 5114 5862 
3 7 23 24 3780 4143 4144 5862 
7 12 13 34 968 2888 3431 5862 
3 7 23 24 968 2283 2888 5862 
7 12 13 141 970 2888 3462 5862 
